"nExp","cDis","nDis","cBar","nBar","cCar","nCar","dSet","nMes","mes","dia","hora","torn","causa","morts","lesLl","lesGr","vict","vehi","UTMX","UTMY","long","lat","nPos","dTVehImp","sexe","edat","dTPers","dLlAtrVia","dMotDesVia","dMotDespCon","dVict","accbici"
"2022S000845    ",3,"Sants-Montjuïc",11,"el Poble-sec",261004,"Paral·lel                                         ","Dissabte",2,"Febrer",12,19,"Tarda","No és causa del  vianant",0,1,0,1,2,430316.25,4580904.02,2.16557343046794,41.374794026559,"0001 0001","Bicicleta","Home",16,"Conductor","Desconegut                                                                                                                                            ","Desconegut","In itínere","Ferit lleu: Hospitalització fins a 24h",1
"2022S000901    ",7,"Horta-Guinardó",33,"el Baix Guinardó",56504,"Camèlies                                          ","Dimarts",2,"Febrer",15,10,"Matí","Transitar a peu per la calçada",0,2,0,2,1,430248,4585259.27,2.16425526761693,41.4140144072988,"0095 0095","Bicicleta","Dona",26,"Vianant","Fora del pas                                                                                                                                          ","Desconegut","Desconegut","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S000901    ",7,"Horta-Guinardó",33,"el Baix Guinardó",56504,"Camèlies                                          ","Dimarts",2,"Febrer",15,10,"Matí","Transitar a peu per la calçada",0,2,0,2,1,430248,4585259.27,2.16425526761693,41.4140144072988,"0095 0095","Bicicleta","Home",40,"Conductor","Fora del pas                                                                                                                                          ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S000908    ",10,"Sant Martí",71,"Provençals del Poblenou",115603,"Perú / Espronceda                                 ","Dimarts",2,"Febrer",15,15,"Tarda","No és causa del  vianant",0,1,0,1,2,433092.71,4584796.53,2.19834169808027,41.4100887265074,"0190 0192","Bicicleta","Dona",25,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S000910    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó                                             ","Dimarts",2,"Febrer",15,16,"Tarda","No és causa del  vianant",0,1,0,1,2,430653.57,4583180.95,2.16934596668336,41.3953308061315,"0318 0324","Bicicleta","Home",51,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S000954    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret                          ","Dijous",2,"Febrer",17,12,"Matí","No és causa del  vianant",0,4,0,4,3,431349.6,4585179.44,2.17744425384287,41.4133903466385,"0282 0284","Bicicleta","Home",37,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Hospitalització fins a 24h",1
"2022S000958    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,"Indústria / Independència                         ","Dijous",2,"Febrer",17,14,"Tarda","No és causa del  vianant",0,1,0,1,2,431372.38,4585035.95,2.1777330899349,41.4120999267152,"0379 0381B","Bicicleta","Home",15,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
"2022S000961    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",188403,"Sant Joan Bosco / Manuel de Falla                 ","Dijous",2,"Febrer",17,15,"Tarda","No és causa del  vianant",0,1,0,1,2,427124.33,4583146.83,2.12713751121174,41.3947111526529,"0033 0035","Bicicleta","Home",41,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S000999    ",1,"Ciutat Vella",1,"el Raval",175208,"Junta de Comerç                                   ","Divendres",2,"Febrer",18,23,"Nit","No és causa del  vianant",0,1,0,1,2,430795.88,4581476.58,2.17124300104059,41.3799923345744,"0010 0010","Bicicleta","Home",47,"Conductor","Desconegut                                                                                                                                            ","Desconegut","En missió","Ferit lleu: Hospitalització fins a 24h",1
"2022S001004    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",130709,"Fontcoberta / Senillosa                           ","Divendres",2,"Febrer",18,8,"Matí","No és causa del  vianant",0,1,0,1,2,426874.28,4583196.24,2.12414077895226,41.3951334501173,"0009 0013","Bicicleta","Home",48,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S001018    ",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",233031,"Vallvidrera al Tibidabo / Observatori Fabra       ","Diumenge",2,"Febrer",20,10,"Matí","No és causa del  vianant",0,0,1,1,2,426521.65,4585925.02,2.11959148099447,41.4196781575957,"0002 0006","Bicicleta","Home",29,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit greu: hospitalització superior a 24h",1
"2022S001078    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89004,"Balmes / Consell de Cent                          ","Dimarts",2,"Febrer",22,16,"Tarda","No és causa del  vianant",0,2,0,2,2,430116.31,4582488.18,2.1629998664724,41.3890447054812,"0309B0309B","Bicicleta","Home",18,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S001079    ",2,"Eixample",10,"Sant Antoni",349207,"Corts Catalanes / Aribau                          ","Dimarts",2,"Febrer",22,15,"Tarda","Desobeir el senyal del semàfor",0,2,0,2,1,430121.36,4582099.83,2.16310509863237,41.3855474013353,"0001 0001","Bicicleta","Home",47,"Conductor","En pas regulat per semàfor                                                                                                                            ","Desconegut","Altres activitats","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S001079    ",2,"Eixample",10,"Sant Antoni",349207,"Corts Catalanes / Aribau                          ","Dimarts",2,"Febrer",22,15,"Tarda","Desobeir el senyal del semàfor",0,2,0,2,1,430121.36,4582099.83,2.16310509863237,41.3855474013353,"0001 0001","Bicicleta","Home",50,"Vianant","En pas regulat per semàfor                                                                                                                            ","Altres activitats","Desconegut","Ferit lleu: Hospitalització fins a 24h",1
"2022S001083    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes / Calàbria                        ","Dimarts",2,"Febrer",22,19,"Tarda","No és causa del  vianant",0,2,0,2,2,429450.52,4581444.1,2.15515888699465,41.3795828562925,"0464 0466","Bicicleta","Home",29,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Es desconeix","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S001090    ",9,"Sant Andreu",63,"Navas",121402,"Felip II                                          ","Dimecres",2,"Febrer",23,10,"Matí","No és causa del  vianant",0,1,0,1,2,432070.31,4586010.6,2.18597358835661,41.4209376373013,"0087 0087","Bicicleta","Dona",28,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Amb assistència sanitària en lloc d'accident",1
"2022S001092    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700696,"Marítim del Port Olímpic                          ","Dimecres",2,"Febrer",23,8,"Matí","No és causa del  vianant",0,2,0,2,2,433069.12,4582296.25,2.19833613062826,41.3875673921132,"0001 0001","Bicicleta","Dona",34,"Conductor","Desconegut                                                                                                                                            ","Desconegut","Oci i entreteniment","Ferit lleu: Hospitalització fins a 24h",1
